id,content,keywords
368171,hmmm usdt contract has a rescue feature,"['tether', 'usdt']"
368173,thats the usdc contract dont think the usdt contract has this,"['usd coin (stablecoin)', 'usdc', 'tether', 'usdt', 's', 'usdc', 'contract', 'nt', 'think', 'usdt', 'contract']"
368178,how does this even happen the usdt contract is blacklisted,"['tether', 'usdt']"
368181,ah i see thats the issue usdc didnt block usdts contract address,"['usd coin (stablecoin)', 'usdc']"
368187,although might get annoying for them if they unblacklist and a contract has a way to upgrade and then withdraw i wish they had the usdt recovery process or usdt had a recovery method on their token,"['tether', 'usdt', 'tether', 'usdt', 'annoying', 'unblacklist', 'contract', 'way', 'upgrade', 'withdraw', 'wish', 'usdt', 'recovery', 'process', 'usdt', 'recovery', 'method', 'token']"
368195,why circle i thought you said it was usdt,"['tether', 'usdt']"
368197,its the other way around client sent usdc to tether contract,"['usd coin (stablecoin)', 'usdc']"
368209,i asked the client to send usdc to the usdt smart contract i was confused what coin it was initially,"['usd coin (stablecoin)', 'usdc', 'tether', 'usdt', 'asked', 'client', 'send', 'usdc', 'usdt', 'smart', 'contract', 'confused', 'coin', 'initially']"
368219,if usdc depegs you have bigger issues than holding dai,"['usd coin (stablecoin)', 'usdc']"
368220,dai is already fully fully dependent on the regulation thats not new imho its now usdc with cool devs and governance slapped on top for now at least their collateral could be in danger and there are ways to go around it but the benefit of dai is that usdc cannot blacklist your dai address basically so collateral of dai is attackable but dai holders are not as they add rwa this becomes a true reality and not even a doomer speculation which is what i am kinda doing now ps still full admiration of all makerdao people genuinely,"['usd coin (stablecoin)', 'usdc', 'usd coin (stablecoin)', 'usdc', 'dai', 'fully', 'fully', 'dependent', 'regulation', 's', 'new', 'imho', 'usdc', 'cool', 'devs', 'governance', 'slapped', 'collateral', 'danger', 'ways', 'benefit', 'dai', 'usdc', 'blacklist', 'dai', 'address', 'basically', 'collateral', 'dai', 'attackable', 'dai', 'holders', 'add', 'rwa', 'true', 'reality', 'doomer', 'speculation', 'kinda', 'ps', 'admiration', 'makerdao', 'people', 'genuinely']"
368222,except that dai has the psm with usdc,"['usd coin (stablecoin)', 'usdc']"
368224,dai is already 60 usdc,"['usd coin (stablecoin)', 'usdc']"
368226,two most popular decentralized stablesoins are usdc wrapperswe deserve that,"['usd coin (stablecoin)', 'usdc']"
368228,theres an argument to be made that dai is a safer usdc cause its 40 backed by eth and only 60 backed by circles bank accounts,"['usd coin (stablecoin)', 'usdc', 'ether (also known as ethereum)', 'eth', 's', 'argument', 'dai', 'safer', 'usdc', 'cause', '40', 'backed', 'eth', '60', 'backed', 'circles', 'bank', 'accounts']"
368247,countdown isnt what i wantbut good to point out to the etherscan api there i found what i want,"['application programming interface', 'api']"
368276,the new aave stable takes all of this to its logical conclusion wrap the centralized stuff usdc and rwa wrapper dai and usdc into a megastable increase resiliency hopefully,"['usd coin (stablecoin)', 'usdc', 'usd coin (stablecoin)', 'usdc', 'new', 'aave', 'stable', 'takes', 'logical', 'conclusion', 'wrap', 'centralized', 'stuff', 'usdc', 'rwa', 'wrapper', 'dai', 'usdc', 'megastable', 'increase', 'resiliency', 'hopefully']"
368290,one way would be to make the contracts immutable which then would require projects being able to switch to another one if you need to adjust the feed addremove nodes etc it would require dapps to think more about oracles andor implement ways to actively manage them that would remove the multisig thus the potential killswitch but its not smoothconvenient enough so nobody bothers why if you can simply read ethusd without caring what actually happens underneath,"['ethereum classic', 'etc']"
368291,one could also try building more defi primitives that dont require oracles like good old uni,"['decentralized finance', 'defi']"
368293,this is kinda an either or situation tho either dapps step up and actively put more work into oracles or they go the easy way and choose a managed service sorry for the shillwere currently working making both types available get an immutable data feed where you need to be able to switch to another one if you need to make adjustments to it one source acting up adding more sources etc get a managed service a la chainlink read ethusd without caring what happens underneath i think some people will go for the immutable stuff because they care enough but i believe the majority of this industry will simply gravitate towards whats easier to use,"['ethereum classic', 'etc']"
368316,yeah thats not really an aggregation tho youre simply using them for an api request,"['application programming interface', 'api']"
368355,gotta help where needed,"['technical analysis or trend analysis', 'ta']"
368361,you can also check defiyield rekt database its very comprehensive and has an auditor filter,"['“wrecked” (meaning major losses)', 'rekt']"
368372,ah well idk if someone was so kind to make that list and make it publicone alternative i could think of is scanning the defi llama source for all the connectors and pasting them,"['decentralized finance', 'defi']"
368373,might be an idea ill have a look at defi lama docs,"['decentralized finance', 'defi']"
368395,just use us ser no fees no api key needed,"['application programming interface', 'api']"
368396,use securerpc api endpoint for this,"['application programming interface', 'api']"
368430,is anyone looking for a vault denominated in eth we launched stethvv a couple of weeks ago and last week it made 085 in eth no liquidation risk no incentive no magic,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'looking', 'vault', 'denominated', 'eth', 'launched', 'stethvv', 'couple', 'weeks', 'ago', 'week', '085', 'eth', 'liquidation', 'risk', 'incentive', 'magic']"
368437,where are you guys farming atm stables and eth,"['ether (also known as ethereum)', 'eth']"
368448,sushis governance being ruled by arca and or i think ftx has a bunch also etc etc there are some examples,"['ethereum classic', 'etc', 'ethereum classic', 'etc']"
368474,article on how to do stablecoin transfers without having eth,"['ether (also known as ethereum)', 'eth']"
368511,apart from bitcoin and eth i dont know any ecosystem that hasnt done it to some extent,"['ether (also known as ethereum)', 'eth']"
368516,but theirs was more aligned to furthering research than grants to build on eth,"['ether (also known as ethereum)', 'eth']"
368518,people were going to be building on eth anyways,"['ether (also known as ethereum)', 'eth']"
368530,hey fozzysbo we have charts and run analytics on various pools with historical analysis of performance etc dm me if you want to access it bc still in beta rn,"['ethereum classic', 'etc']"
368538,i personally think the idea has legs fundamentally theres demand out there for them theres the problem in the opaqueness and lack of liquidity in the offchain market so amms can alleviate that problem the obstacle is educating the main demand drivers mostly corporates in using amms or creating a market of trusted middlemen to do it for them i think right now the main demand drivers are defi degens but that could change with time and with more service providers,"['decentralized finance', 'defi']"
368544,defi lama,"['decentralized finance', 'defi']"
368571,pod with xmons dropped,"['proof of developer', 'pod']"
368585,only for eth pairsnot erc20if true,"['ether (also known as ethereum)', 'eth']"
368595,am i wrong did the response basically say that the user was warned that theyd lose those 11 eth,"['ether (also known as ethereum)', 'eth']"
368606,no acknowledgement of refund eth spitting out my like its a slot machine,"['ether (also known as ethereum)', 'eth']"
368614,interesting airdrop swapdrophere a uniswap user on arbitrum tried to swap an exact amount 1385 eth the native asset for another token rdnt due to inadequate liqudity in the pool they were only able to swap 2537 eth a few transactions later another unrelated unsuspecting user performing an exact output swap for an entirely different asset receives the 113 eth intended for the initial user,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'interesting', 'airdrop', 'swapdrophere', 'uniswap', 'user', 'arbitrum', 'tried', 'swap', 'exact', '1385', 'eth', 'native', 'asset', 'token', 'rdnt', 'inadequate', 'liqudity', 'pool', 'able', 'swap', '2537', 'eth', 'transactions', 'later', 'unrelated', 'unsuspecting', 'user', 'performing', 'exact', 'output', 'swap', 'entirely', 'different', 'asset', 'receives', '113', 'eth', 'intended', 'initial', 'user']"
368616,and another unrelated user inadvertently receiving the 117 eth a couple minutes laterlottery winner,"['ether (also known as ethereum)', 'eth']"
368636,oh i just meant like they didnt think that some random person getting the eth was a bug not that hard to get idk about others but im surely an idiot,"['ether (also known as ethereum)', 'eth']"
368649,should one hedge or take any precaution actions w assets on ethpos like usdc and dai,"['usd coin (stablecoin)', 'usdc']"
368653,is there a nontrivial chance that usdt chooses eth1 over eth2insert why not both gif,"['tether', 'usdt']"
368655,only if they will burn some usdt on each chain to keep fiat collateral balanced,"['tether', 'usdt', 'conventional government-issued currency (e.g. us dollar, euro)', 'fiat', 'burn', 'usdt', 'chain', 'fiat', 'collateral', 'balanced']"
368663,an nft is meant to be 1 unique digital receipts representing the existence of some unique thing that lasts indefinitely onchainan eth pow fork would make 2 of them,"['ether (also known as ethereum)', 'eth']"
368664,a lot more problematic bsc and bsv only had their native coin of concern eth has tokens,"['ether (also known as ethereum)', 'eth']"
368665,nigh unlikely tether nukes half on each chain to balance things out and fiat doesnt grow on fork trees sooo start stocking up on,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
368666,if theres a eth pow hard fork thatll use a different chainid right so retail users will still using eth pos by default postmerge,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 's', 'eth', 'pow', 'hard', 'fork', 'll', 'use', 'different', 'chainid', 'right', 'retail', 'users', 'eth', 'pos', 'default', 'postmerge']"
368667,what would happen if somebody made a weth offer before merge can accept offer on eth pow after merge there is not zero chance that eth pow could cost more than 2nd copy of nft bayc moonbirds whatever,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'happen', 'somebody', 'weth', 'offer', 'merge', 'accept', 'offer', 'eth', 'pow', 'merge', 'zero', 'chance', 'eth', 'pow', 'cost', '2nd', 'copy', 'nft', 'bayc', 'moonbirds']"
368668,dump the eth on eth1 as a free airdrop retail will mostly move to eth2 as wallet rpcs will point there and economic activity will die down on eth 1 so less incentive for tether to nuke their business trying to save pow,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'dump', 'eth', 'eth1', 'free', 'airdrop', 'retail', 'eth2', 'wallet', 'rpcs', 'point', 'economic', 'activity', 'die', 'eth', '1', 'incentive', 'tether', 'nuke', 'business', 'trying', 'save', 'pow']"
368678,someone just mentioned pulsechain but it got removed from the chat i remember this same discussion regarding doubling the value of eth native assets was discussed with richard hearts pulsechain,"['ether (also known as ethereum)', 'eth']"
368690,they cant also just pretend the fork magically doubled the fiat in their bank accounts either so they need to choose,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
368698,imho theres tremendous incentive for some smallish exchangesstablecoins to hype up eth pow,"['ether (also known as ethereum)', 'eth']"
368699,is it technically feasible to fork eth literally the block before the merge though,"['ether (also known as ethereum)', 'eth']"
368701,ill just share this point without getting into any price talk from what i understand pulsechain will do a state copy of eth hence all your tokens on eth will be duplicated on pulse obviously its a meme to think itll have any intrinsic value on there but some hexicans think it will,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'ill', 'share', 'point', 'getting', 'price', 'talk', 'understand', 'pulsechain', 'state', 'copy', 'eth', 'tokens', 'eth', 'duplicated', 'pulse', 'obviously', 'meme', 'think', 'll', 'intrinsic', 'value', 'hexicans', 'think']"
368702,is pulsechain pos or pow and have they begin their copyif pulsechain turns out to be pow and havent forked eth yet the merge could be a potential marketing opportunity for them,"['ether (also known as ethereum)', 'eth']"
368735,there is no moving to eth2 pos eth is eth,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'moving', 'eth2', 'pos', 'eth', 'eth']"
368739,could be but does whales and institutions who have staked so much eth on lido fell only for marketing gimmicks,"['ether (also known as ethereum)', 'eth']"
368790,i feel they make sense for defi for small flash loans bases on your past credit history,"['decentralized finance', 'defi']"
368811,ive come up with a bunch of blockchain gaming theses curious to see whats out there thinking the real use case of web3 in gaming is for aligning incentives between playersspectatorsdevsinvestorsstreamerspros roblox or warcraftlike platforms for user generated content skirting regulation for betting bootstrapping users against cold start problem with token emissions interoperability with defi protocols making gaming assets productive might just be a meme i tihnk all the axiestepnweb3 runescape stuff is not great,"['decentralized finance', 'defi']"
368829,yes easy bridgeless transfer is also a huge selling point of all this because now you have not only a super pimped out reputational avatar that looks good but also a one stop shop from which a defi chain or app can read your info reliably and quickly enough to give you something like an undercollat loan,"['decentralized finance', 'defi']"
368832,has anyone had a think about what happens nfts if we do get a pow eth forki can understand that defi stables oracles etc etc for the most part stick with the pos chain and dont function but nfts are a different storythe really need a liquidity pool or much of anything to exist on both and im sure there will be argument made about provenance etcanyways just curious about thoughts,"['ether (also known as ethereum)', 'eth', 'decentralized finance', 'defi', 'ethereum classic', 'etc', 'ethereum classic', 'etc', 'think', 'happens', 'nfts', 'pow', 'eth', 'forki', 'understand', 'defi', 'stables', 'oracles', 'etc', 'etc', 'stick', 'pos', 'chain', 'nt', 'function', 'nfts', 'different', 'storythe', 'need', 'liquidity', 'pool', 'exist', 'm', 'sure', 'argument', 'provenance', 'etcanyways', 'curious', 'thoughts']"
368836,same as with centralized stables for defi whatever most protocols tap into like if opensea looksrare gem genie sudo go away then those are the real ones with defi you can get more purists like etc people back in the days but most nft people are retail with no understanding behind what they do they just click on interfaces,"['decentralized finance', 'defi', 'decentralized finance', 'defi', 'ethereum classic', 'etc', 'centralized', 'stables', 'defi', 'protocols', 'tap', 'like', 'opensea', 'looksrare', 'gem', 'genie', 'sudo', 'away', 'real', 'ones', 'defi', 'purists', 'like', 'etc', 'people', 'days', 'nft', 'people', 'retail', 'understanding', 'click', 'interfaces']"
368837,the v1 vs v2 cryptopunks stuff gives an insight into the arguments that will be made in saying that nfts on both chains will be priced in their native eth so pow nfts will be worth lessalthough i can see them going to the extent of wrapping im using this word v loosely and bridging them over to the pos chain and making claims of provenance its a head scratcher which i can see defo being a debate opportunity at the v least,"['ether (also known as ethereum)', 'eth']"
368888,hey samthis is their responsesteph bell uniswap labsjul 29 2022 1345 edthi jeremymy name is steph i lead the customer experience team here at uniswap labs ive had sara escalate this ticket to me to further clarify the details surrounding the swap you wrote in aboutfirst i want to acknowledge that your swap had an undesired outcome and i know from personal experience that this can feel incredibly frustrating we handle requests to investigate these types of transactions by coordinating with internal experts to ensure a full understanding of what occurredi also want to confirm the engineering team has visibility into this support ticket we take these matters very seriously which is why the engineering team has been updated on every correspondence youve made in our email thread multiple folks on our team have investigated your transaction thoroughlyin the example of your specific scenario you did receive the number of tokens that was quoted to you in the interface as per the uniswap labs terms of service you may suffer loss due to the fluctuation of prices of tokens in a trading pair or liquidity pool and especially in expert modes experience significant price slippage and cost the price impact risk and warning displays in our interface are there to proactively inform and obtain consent from users about the decisions theyre making with the uniswap protocolfinally to clarify your question about how the router works the next exactout got the refundeth added and received the eth refundeth is never added to exactini hope this helps to explain your request in more detail please let me know if you have additional questions here im more than happy to elaboratesincerelysteph,"['ether (also known as ethereum)', 'eth']"
368975,i once almost got rekt by it,"['“wrecked” (meaning major losses)', 'rekt']"
368989,who is going to continue eth pow,"['ether (also known as ethereum)', 'eth']"
368993,what about the chinese ethereum aka neo,"['neo', 'neo']"
369005,only stablecoins that could work on both chains simultaneously would be 100 eth backed stablecoins imo and of course would need functioning oracle,"['ether (also known as ethereum)', 'eth']"
369006,is lusd 100 eth backed i think they are last i checked,"['ether (also known as ethereum)', 'eth']"
369012,so with only eth collateral and a functioning oracle on pow fork lusd could still have value there,"['ether (also known as ethereum)', 'eth']"
369017,the only question is if pow eth would be valued at 23 of pos eth how much would lusd be worth in pow network 23 cents,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'question', 'pow', 'eth', 'valued', '23', 'pos', 'eth', 'lusd', 'worth', 'pow', 'network', '23', 'cents']"
369048,dune is very good overallalso i know dune is a community project free but do they have any source of income or sponsorship etc,"['ethereum classic', 'etc']"
369068,anyone knows if eth merge block height is confirmed yet,"['ether (also known as ethereum)', 'eth']"
369082,thanks for sharing i hadnt seen this report agreed the tweetthread likely cherry picked a low to report the increase since then i had chosen to discard that data point my issue with the original article was more that the metrics presented for each chain were cherrypicked didnt follow a template egpolygon cumulative count of new addresses that create contracts new address count wallets with nfts active user count with comparision to solana and bnb chainsolana daily unique fee payers daily unique programs used nakamoto coefficientnear daily active addresses daily txs drawdown in tvl compared to ath number of github commits weekly active developers,"['all-time high', 'ath']"
369165,your already using a centralized dns resolver like 8888 or 1111 etc,"['ethereum classic', 'etc']"
369178,probably if youre using nomad assets on networks like moonbeam evmos etc,"['ethereum classic', 'etc']"
369195,rekt,"['“wrecked” (meaning major losses)', 'rekt']"
369200,thats not the problem the problem is if assets were bridged to avax and now they are not backed by actual assets on the eth side,"['ether (also known as ethereum)', 'eth']"
369202,people buying eth to exploit the bridge lmao,"['ether (also known as ethereum)', 'eth']"
369245,although not sure why the usdc wasnt frozen but i guess we would have to wait for the autopsy,"['usd coin (stablecoin)', 'usdc']"
369305,breakglass procedures need to be standardized in defi there should always be a failsafe switch,"['decentralized finance', 'defi']"
369330,eth is my hero,"['ether (also known as ethereum)', 'eth']"
369364,it wouldnt make a difference to the security model because theres only one chain that is the home for a given native asset eg eth on ethereum,"['ether (also known as ethereum)', 'eth']"
369367,doesnt this bork defi on moonbeam evmos,"['decentralized finance', 'defi']"
369403,he wants to deploy a contract at addy 0,"['address', 'addy']"
369404,use it to exploit all contracts that did not do zero address validation on functions like acceptownership etc,"['ethereum classic', 'etc']"
369410,its on my todo list after monetising testnet eth yes im looking at you kusama,"['ether (also known as ethereum)', 'eth']"
369432,collecting funds etc,"['ethereum classic', 'etc']"
369437,cant really hard fork usdc dai wbtc on ethereum can you,"['usd coin (stablecoin)', 'usdc']"
369441,if any whitehats would like to return the frax and fxs on eth mainnet back to the frax protocol feel free to dm me we have a no questions asked 10 of total funds recovered instant bounty its also in our documentation for reference you can have 10 of it as clean admirable and exemplary funds without having to go through tornado or other hassle,"['ether (also known as ethereum)', 'eth']"
369442,has there ever been exploration on using native usdc as a conduit to create synthetic positions rather than bridging for example i want to bridge eth to avalanche i mint the value via circle on avalanche and that creates a synthetic eth position on avalanche bls remind me im dumb,"['usd coin (stablecoin)', 'usdc', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'exploration', 'native', 'usdc', 'conduit', 'create', 'synthetic', 'positions', 'bridging', 'example', 'want', 'bridge', 'eth', 'avalanche', 'mint', 'value', 'circle', 'avalanche', 'creates', 'synthetic', 'eth', 'position', 'avalanche', 'bls', 'remind', 'm', 'dumb']"
369446,does circle accept such a function without kyc or similar,"['know your customer', 'kyc']"
369449,circle is 100 kyc and business only afaik,"['know your customer', 'kyc']"
369451,how does it create a synth eth position though,"['ether (also known as ethereum)', 'eth']"
369452,would you not just have usdc on avax at that point,"['usd coin (stablecoin)', 'usdc']"
369453,im trying to create eth on avalanche example without bridging any assets,"['ether (also known as ethereum)', 'eth']"
369460,i mean you can get eth exposure with your usdc by indeed using it as collateral for onchain futures or just straight up swapping it to ethe,"['ether (also known as ethereum)', 'eth', 'usd coin (stablecoin)', 'usdc', 'mean', 'eth', 'exposure', 'usdc', 'collateral', 'onchain', 'futures', 'straight', 'swapping', 'ethe']"
369461,i guess it depends if you want to be long eth or issue synthetic eth yourself via an over collateralised usdc vault for both cases a lot of platforms exist,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'usd coin (stablecoin)', 'usdc', 'guess', 'depends', 'want', 'long', 'eth', 'issue', 'synthetic', 'eth', 'collateralised', 'usdc', 'vault', 'cases', 'lot', 'platforms', 'exist']"
369464,it solves the price exposure part but it doesnt solve the fractured liquidity partif i have eth on eth and i wanna buy smth on avax and i have no funds on avax the avaxnative synth doesnt help,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'solves', 'price', 'exposure', 'nt', 'solve', 'fractured', 'liquidity', 'partif', 'eth', 'eth', 'wanna', 'buy', 'smth', 'avax', 'funds', 'avax', 'avaxnative', 'synth', 'nt', 'help']"
369465,but it lets u get eth from ethereum to avalanche without bridging,"['ether (also known as ethereum)', 'eth']"
369468,the most straightforwardless risky approach would still be something similar to a stablecoin protocol makerliquity issuing a synthetic eth,"['ether (also known as ethereum)', 'eth']"
369472,you could have a lending protocol where you provide eth on ethereum and borrow whatever you want on the remote chain,"['ether (also known as ethereum)', 'eth']"
369475,as an issuer you would still be taking on the lending protocols risk sc liquidations solvency etc,"['ethereum classic', 'etc']"
369483,i mean if the objective is to have a custodian behind you can have the custody of the eth in full instead of using usdc,"['ether (also known as ethereum)', 'eth', 'usd coin (stablecoin)', 'usdc', 'mean', 'objective', 'custodian', 'custody', 'eth', 'instead', 'usdc']"
369484,usdc euroc why not ethc,"['usd coin (stablecoin)', 'usdc']"
369486,no you can this way only have native assets as your eth would allow you to borrow avax for instance,"['ether (also known as ethereum)', 'eth']"
369489,whats the total impact of the hack amm pairs loosing value solvency of lending protocols etc,"['ethereum classic', 'etc']"
369499,i might have missed it but what happens if exploiters consolidate money in a doxxed addy eg poison dao style ref nomad,"['address', 'addy']"
369510,this whitehat has 1 million in frax and 25 million in usdc hes looking for an email id to contact,"['usd coin (stablecoin)', 'usdc']"
369545,thats kind of idea i was thinknig about as well but there are some cool things like eth rank where there is a leaderboard of contributors there might be better ideas of how to make it working rather then make it test to earn,"['ether (also known as ethereum)', 'eth']"
369600,anyone have thoughts on crypto price aggregaotr and api providers like kaiko and amberdata like what firms have better exchange coverage reliability etc,"['application programming interface', 'api', 'ethereum classic', 'etc', 'thoughts', 'crypto', 'price', 'aggregaotr', 'api', 'providers', 'like', 'kaiko', 'amberdata', 'like', 'firms', 'better', 'exchange', 'coverage', 'reliability', 'etc']"
369632,so i dont see how you make a totallyfinalizedprotocol in defi right now at all,"['decentralized finance', 'defi']"
369816,i saw some tweets about this i think nobody is being affected on eth though,"['ether (also known as ethereum)', 'eth']"
369836,when it happens on eth,"['ether (also known as ethereum)', 'eth']"
369886,sudo amm of native nfts with cool shit bonding curves etc nftx tokenized nfts,"['ethereum classic', 'etc']"
369913,isnt eth hashrate is also similarly concentrated enough in a small number of mining pools for a blacklist like this to work its just that nondurable solana transactions will become invalid if theyre not included quickly enough while eth transactions are practically valid in perpetuity so some noncensoring miner will eventually include the tx,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'nt', 'eth', 'hashrate', 'similarly', 'concentrated', 'small', 'number', 'mining', 'pools', 'blacklist', 'like', 'work', 'nondurable', 'solana', 'transactions', 'invalid', 'included', 'quickly', 'eth', 'transactions', 'practically', 'valid', 'perpetuity', 'noncensoring', 'miner', 'eventually', 'include', 'tx']"
369917,wouldnt attempting that be the equivalent of what led to etc,"['ethereum classic', 'etc']"
369919,from the above ct thread the issue seems like from walletsphantom and slope on mobile than solana network,"['crypto twitter', 'ct']"
370039,also curious on the fate of the usdc did the hacker manage to insta supply it to 3pool,"['usd coin (stablecoin)', 'usdc']"
370068,dont think theres any such proof regarding eth,"['ether (also known as ethereum)', 'eth']"
370071,mom i want bitcoin defi we have bitcoin defi at home defi at home basically celsius,"['decentralized finance', 'defi', 'decentralized finance', 'defi', 'decentralized finance', 'defi', 'mom', 'want', 'bitcoin', 'defi', 'bitcoin', 'defi', 'home', 'defi', 'home', 'basically', 'celsius']"
370073,its not that different from trusting in usdt in the end,"['tether', 'usdt']"
370081,funny enough bitcoiners couldve had defi if they just let vitalik build on top of the existing chain,"['decentralized finance', 'defi']"
370151,anyone else finding that metamask no longer allows eth sending between wallets on optimism you set up the transfer but the next button never enables,"['ether (also known as ethereum)', 'eth']"
370153,wtf have they put changing rpc now settings networks pick network now just gives me bs stuff around currency conversion etc,"['ethereum classic', 'etc']"
370164,can someone recommend api to extract balances from evm blockchains and layer 2s ive used moralis but it doesnt support optimism and arbitrum,"['application programming interface', 'api']"
370171,have you tried using covalents api,"['application programming interface', 'api']"
370203,doesnt look like any returns to that addy yet,"['address', 'addy']"
370227,this is not a bug in a protocol its a bug in a wallet maintained by developers specialized in frontend and ux thats the main idea in my article wallets are complex beasts with several responsabilities and for providing good ux they need to be updated fast deploy experiments etc thats fine for the ux not fine from a security point of view thats why the key vault should be extracted in a different piece of software and let frontend developers create fancy uxs and made mistakes without compromising security,"['ethereum classic', 'etc']"
370296,theyre using sentry analytics for logging and errors so it seems they were unnecessarily or intentionally adding a new userto their logging and that api endpoint was taken down last night,"['application programming interface', 'api']"
370337,omfg this is not how youre supposed to handle key material at all isolate in an enclavebehind api and only access via domainseparated sig requests,"['application programming interface', 'api']"
370338,hope all the wallet software can learn something such as supporting passphrase etc from this shit,"['ethereum classic', 'etc']"
370344,eth,"['ether (also known as ethereum)', 'eth']"
370401,is there any tools or desmos dahsboard to simulate how much of a certain asset i would get if i provided liquidity in uni v3 ie start with usdc and eth with a tight 10 spread from spot price if eth rips 20 how much usdc would i end up with,"['usd coin (stablecoin)', 'usdc', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'usd coin (stablecoin)', 'usdc', 'tools', 'desmos', 'dahsboard', 'simulate', 'certain', 'asset', 'provided', 'liquidity', 'uni', 'v3', 'ie', 'start', 'usdc', 'eth', 'tight', '10', 'spread', 'spot', 'price', 'eth', 'rips', '20', 'usdc', 'end']"
370403,people could will that into existence yeah not sure why youd pick btc over eth then although i dont see it now either and the market clearly disagrees,"['ether (also known as ethereum)', 'eth']"
370413,assuming a 10 spread if eth goes up 20 your allocation is 100 usdc and if eth goes down 20 your allocation is 100 eth,"['ether (also known as ethereum)', 'eth', 'usd coin (stablecoin)', 'usdc', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'assuming', '10', 'spread', 'eth', 'goes', '20', 'allocation', '100', 'usdc', 'eth', 'goes', '20', 'allocation', '100', 'eth']"
370424,why usdc doesnt exist on bsc while its on many evm chains,"['usd coin (stablecoin)', 'usdc']"
370427,i dont think thats native usdc,"['usd coin (stablecoin)', 'usdc']"
370428,its usdc binance the exchange custodies,"['usd coin (stablecoin)', 'usdc']"
370433,last time i checked bsc didnt have native usdt either it was called something weird like bsc usd,"['tether', 'usdt']"
370443,still has second largest tvl in defi tho which is crazy i guess the fact its so centralized actually makes it attractive for some,"['decentralized finance', 'defi']"
370516,i guess i dont see it as a ui issue deciding whether or not to start censoring projects surely has implications for the ethos of a defi protocol should a single dev have the right to make a decision like that even if there are possible legal implications,"['decentralized finance', 'defi']"
370521,deciding whether or not to start censoring projects surely has implications for the ethos of a defi protocol yes should a single dev have the right to make a decision like that for their ui yes after all theyre the ones that will bear the brunt of a garying not people voting from the comfort of their homes,"['decentralized finance', 'defi']"
370547,the routing api can do that,"['application programming interface', 'api']"
370582,i want 1 for this idea what if there was a powcoin on eth would that be useful somehow it would probably interest miners,"['ether (also known as ethereum)', 'eth']"
370588,but if the pow coin is just an eth contract isnt it predicated on the underlying chain progressing,"['ether (also known as ethereum)', 'eth']"
370616,does anyone have a list of eth amsterdam hackerthon winners,"['ether (also known as ethereum)', 'eth']"
370655,who cares we are migrating to posthe day after researchers discovered the first consensuslevel attack on eth pos,"['ether (also known as ethereum)', 'eth']"
370699,ann that binance is an owner pump users base because of proof that funds are safu rekt by indian gov,"['“wrecked” (meaning major losses)', 'rekt']"
370703,hey guys 2nd part of our researchinvestigation of black scholes compatibility with defi infra is now live would love your feedback on this,"['decentralized finance', 'defi']"
370738,will i get the forked eth if my eth is in liquidity pool lets say in aave dumb q,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'forked', 'eth', 'eth', 'liquidity', 'pool', 'lets', 'aave', 'dumb', 'q']"
370739,might be more pertinent can you withdraw from aave if their oracle is rekt,"['“wrecked” (meaning major losses)', 'rekt']"
370750,but the likely scenario is that after all mev bots dump everything for eth the usdc worth zero is bought to deposit into aave and then borrow more so you wont get out,"['ether (also known as ethereum)', 'eth', 'usd coin (stablecoin)', 'usdc', 'likely', 'scenario', 'mev', 'bots', 'dump', 'eth', 'usdc', 'worth', 'zero', 'bought', 'deposit', 'aave', 'borrow', 'wo', 'nt']"
370757,aavepow will think eth has the same price after fork,"['ether (also known as ethereum)', 'eth']"
370764,look if i privately fork the chain in aave the price of eth is exactly the same,"['ether (also known as ethereum)', 'eth']"
370775,probably not since whoever has the other asset your eth is paired with is going to dump on you asap,"['ether (also known as ethereum)', 'eth']"
370799,there is no fallback oracle as far as i rememberfor v1 and v2 its not maintained anymore and there is no v3 on mainnet eth anyway i guess this discussion was regarding merge consequencesout of interest i checked v3 on avax and polygon and on both the fallbackoracle seems to be set to nowhere practically having no fallback at all,"['ether (also known as ethereum)', 'eth']"
